ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
178	Florida	Party	white1.bmp	Bob	stole an expensive pair of running shoes from a gym locker	neg	c	Correct	6.061719	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Flower	white1.bmp	Bob	set off a fire alarm as a practical joke	neg	c	Correct	2.720589	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Kitten	white1.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	u	Correct	2.303371	1	2	pos	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Friend	white1.bmp	Bob	ignored someone’s cries for help on the ski slope by skiing by too fast to stop	neg	u	False	3.194690	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Happy	white1.bmp	Bob	got drunk and insulted everybody at a cocktail party	neg	c	Correct	1.501622	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Smile	white1.bmp	Bob	always says good morning with a big grin on his face	pos	u	Correct	1.709728	1	2	pos	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Smile	white1.bmp	Bob	taught a neighbor child how to ride a bike	pos	u	Correct	1.568328	1	2	pos	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Puppy	white1.bmp	Bob	called in sick for work when he was well	neg	c	Correct	2.253949	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Party	white1.bmp	Bob	avoided other people in order not to give his cold to them	pos	u	Correct	3.336604	1	2	pos	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Smile	white1.bmp	Bob	had someone else write a term paper for him	neg	c	Correct	1.721173	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Kiss	white1.bmp	Bob	siphoned gas from a car parked on the street	neg	c	Correct	1.897134	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Friend	white1.bmp	Bob	donates his time at the soup kitchen	pos	u	Correct	2.486666	1	2	pos	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Puppy	white1.bmp	Bob	helped friends move into a new house	pos	u	Correct	1.720627	1	2	pos	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Smile	white1.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	c	Correct	3.020315	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Happy	white1.bmp	Bob	continually yells at his wife in public	neg	c	Correct	1.505792	1	2	neg	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Pretty	white1.bmp	Bob	gives the best gifts on Christmas	pos	u	Correct	1.724873	1	2	pos	PSY-1514	2021-11-16_10.00.49.977000
178	Florida	Friend	white1.bmp	Bob	told a woman that she had dropped her wallet	pos	u	Correct	3.703538	1	2	pos	PSY-1514	2021-11-16_10.00.49.977000
