ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
10	Ghent	Geschenk	white3.bmp	Bob	liep het restaurant uit zonder te betalen	neg	u	False	3.077855	1	2	neg	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Feest	white3.bmp	Bob	was op alles gebuisd na het eerste semester aan de hoge school	neg	c	Correct	18.731365	1	2	neg	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Puppy	white3.bmp	Bob	vroeg wisselgeld aan een koppel hoewel hij zelf geld had	neg	c	Correct	4.820075	1	2	neg	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Blij	white3.bmp	Bob	is één dag per week vrijwilliger in het kinderdagverblijf	pos	u	Correct	3.031807	1	2	pos	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Blij	white3.bmp	Bob	doneerde bloed aan het rode kruis	pos	u	Correct	1.856364	1	2	pos	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Katje	white3.bmp	Bob	gebruikte voedingsbonnen die bedoeld waren voor iemand anders	neg	c	Correct	3.856466	1	2	neg	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Geschenk	white3.bmp	Bob	ondernam een lange reis om zijn ouders te bezoeken	pos	u	Correct	3.102548	1	2	pos	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Blij	white3.bmp	Bob	vermeed andere mensen zodat ze geen griep van hem konden overkrijgen	pos	u	Correct	5.177704	1	2	pos	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Kus	white3.bmp	Bob	reed een hond aan op straat en reed door zonder de eigenaar te verwittigen	neg	c	Correct	3.800309	1	2	neg	user-1f3225316f	2019-03-02_13.54.25.843000
10	Ghent	Bloem	white3.bmp	Bob	spendeerde een deel van zijn inkomen aan huishoudmiddelen voor een kansarme familie	pos	u	Correct	14.688825	1	2	pos	user-1f3225316f	2019-03-02_13.54.25.843000
