ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp
578	Williams	Hell	bob1.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	c	Correct	3.798803	1	1	pos	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Death	bob1.bmp	Bob	hit a dog in the street and drove away without stopping to notify the owner	neg	u	Correct	2.310378	1	1	neg	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Stink	bob1.bmp	Bob	gives directions to a driver who is lost	pos	c	Correct	1.816602	1	1	pos	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Pain	bob1.bmp	Bob	gave his seat on the bus to an older person	pos	c	Correct	1.536641	1	1	pos	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Corpse	bob1.bmp	Bob	ran over a dog while speeding through a residential neighborhood	neg	u	Correct	2.923102	1	1	neg	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Trash	bob1.bmp	Bob	slapped his child for spilling a glass of milk	neg	u	Correct	2.552101	1	1	neg	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Hell	bob1.bmp	Bob	helped a neighbor child draw a picture	pos	c	Correct	3.242545	1	1	pos	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Spider	bob1.bmp	Bob	helped some neighboring campers set up their tent	pos	c	Correct	3.903142	1	1	pos	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Pain	bob1.bmp	Bob	read section from Alice in Wonderland to his children before they went to bed	pos	u	False	2.524734	1	1	pos	jdc2-GNF8T52	2022-09-23_09.53.27.340000
578	Williams	Hell	bob1.bmp	Bob	stole an expensive pair of running shoes from a gym locker	neg	u	Correct	1.580569	1	1	neg	jdc2-GNF8T52	2022-09-23_09.53.27.340000
