ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
736	Yale	Pretty	white3.bmp	Bob	shot a deer outside of hunting season	neg	c	Correct	3.476475	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Friend	white3.bmp	Bob	helped a friend learn how to swim	pos	c	False	3.294907	1	2	pos	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Party	white3.bmp	Bob	was arrested for selling heroin to a teenager	neg	c	Correct	2.095144	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Happy	white3.bmp	Bob	gave his friend a bad time by always asking distracting and irrelevant questions	neg	u	False	3.931285	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Happy	white3.bmp	Bob	let small children play in his orchard because there was no park nearby	pos	u	Correct	3.039627	1	2	pos	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Gift	white3.bmp	Bob	was detained for assaulting his wife	neg	c	Correct	2.091866	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Puppy	white3.bmp	Bob	stole merchandise from his work	neg	c	Correct	1.157916	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Friend	white3.bmp	Bob	stole a book from the college book store	neg	c	Correct	1.434288	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Smile	white3.bmp	Bob	planted tomatoes and cucumbers in a small garden behind his house	pos	u	Correct	2.564307	1	2	pos	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Happy	white3.bmp	Bob	bought plane tickets for his parents on their 25th anniversary for a trip to Hawaii	pos	u	Correct	2.608628	1	2	pos	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Gift	white3.bmp	Bob	helped in an activity program for handicapped children	pos	u	Correct	1.760978	1	2	pos	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Flower	white3.bmp	Bob	left a burner on when leaving his house	neg	c	Correct	2.042975	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Kiss	white3.bmp	Bob	volunteered to work at the day care center	pos	u	Correct	1.405341	1	2	pos	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Smile	white3.bmp	Bob	insisted that he had tickets for a seat at a basketball game, knowing that the seat was really not his	neg	c	Correct	3.041564	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Kitten	white3.bmp	Bob	kicked his dog for eating some cheese left near the edge of the table	neg	c	Correct	1.825646	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
736	Yale	Gift	white3.bmp	Bob	convinced his boss to fire an employee for arriving late for work	neg	c	Correct	2.750072	1	2	neg	EXP-OTM	2024-10-15_14.23.58.934000
