ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
75040	Yale	Kiss	white3.bmp	Bob	sold a pick-up with a cracked engine to an unsuspecting couple for $400	neg	c	Correct	5.691989	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kiss	white3.bmp	Bob	ran into a parked car while driving under the influence of liquor	neg	c	Correct	2.203657	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Flower	white3.bmp	Bob	built a bookcase for his new apartment	pos	u	Correct	2.184071	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Puppy	white3.bmp	Bob	put out his cigarette in a state building after observing a no smoking sign	pos	c	False	2.132360	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Flower	white3.bmp	Bob	had his driver’s license suspended for drunken driving	neg	c	Correct	2.071132	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Smile	white3.bmp	Bob	spent his day off helping his mother around the house	pos	u	Correct	2.859164	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Party	white3.bmp	Bob	siphoned gas from a car parked on the street	neg	c	Correct	2.483030	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	volunteered to work at the day care center	pos	u	Correct	2.087368	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Party	white3.bmp	Bob	helps his neighbors with yardwork	pos	u	Correct	1.979455	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Pretty	white3.bmp	Bob	sent flowers to his mother on Mother’s Day	pos	u	Correct	1.636119	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Pretty	white3.bmp	Bob	found a good watch in a park and pawned it	neg	c	Correct	3.166131	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Gift	white3.bmp	Bob	buys all of his friends a drink at the bar	pos	c	False	2.720174	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Friend	white3.bmp	Bob	helped friends move into a new house	pos	u	Correct	1.864699	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Flower	white3.bmp	Bob	shot a deer outside of hunting season	neg	c	Correct	2.456735	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Pretty	white3.bmp	Bob	asked for spare change from a couple even though he had money	neg	c	Correct	3.362899	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Puppy	white3.bmp	Bob	belittles the minority individuals he knows	neg	c	Correct	2.525385	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kiss	white3.bmp	Bob	helped some neighboring campers set up their tent	pos	u	Correct	2.125362	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	gave a hitchhiker a ride to a shelter	pos	u	Correct	2.527610	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Flower	white3.bmp	Bob	let small children play in his orchard because there was no park nearby	pos	u	Correct	2.733609	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Smile	white3.bmp	Bob	overcharged customers who bought gas at a filling station	neg	c	Correct	2.755969	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Friend	white3.bmp	Bob	offered to help an elderly lady put up storm windows	pos	u	Correct	5.167917	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Happy	white3.bmp	Bob	snatched a purse that an elderly woman set down on the bus	neg	c	Correct	3.089442	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Smile	white3.bmp	Bob	brought marijuana across the state line to sell to middle school students	neg	c	Correct	3.523599	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	lent money to a friend in financial straits	pos	u	Correct	2.205898	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Happy	white3.bmp	Bob	helped a wheelchair patient up a ramp	pos	u	Correct	2.048122	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Flower	white3.bmp	Bob	slapped his child for spilling a glass of milk	neg	c	Correct	2.514168	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Happy	white3.bmp	Bob	rushed to the aid of someone who fell off their bicycle	pos	u	Correct	2.846367	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Happy	white3.bmp	Bob	used food coupons that were earmarked for someone else	neg	c	Correct	2.282543	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	was fined $500 for littering at a National Park	neg	c	Correct	2.396746	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Pretty	white3.bmp	Bob	reported to the ski patrol that a friend hadn’t returned on time from a cross-country ski tour.	pos	u	Correct	3.452976	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Puppy	white3.bmp	Bob	laughed when a child fell out of a tree	neg	c	Correct	2.866965	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	dented another car in a parking lot and refused to leave his name	neg	c	Correct	3.383116	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Friend	white3.bmp	Bob	bought an old guitar and fixed it up for his cousin	pos	u	Correct	2.572937	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Smile	white3.bmp	Bob	spent some of his salary on groceries for a disadvantaged family	pos	u	Correct	2.973592	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Friend	white3.bmp	Bob	defaced a large rock with spray paint in a public park	neg	c	Correct	3.107683	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Party	white3.bmp	Bob	let an old couple ride free on the bus he was driving because they didn’t have enough money for two fares	pos	u	Correct	4.525402	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Party	white3.bmp	Bob	bought a friend a potted plant on Valentine’s Day	pos	u	Correct	2.383324	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Friend	white3.bmp	Bob	stopped to assist a motorist whose car had stalled during a snow storm	pos	u	Correct	4.355522	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Gift	white3.bmp	Bob	told the proprietor of a small store that she had given him too much change	pos	u	Correct	4.219439	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Party	white3.bmp	Bob	sells vacuum cleaners door-to-door for three times the department store price	neg	c	Correct	3.129192	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kiss	white3.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	c	Correct	3.091289	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Smile	white3.bmp	Bob	told a woman that she had dropped her wallet	pos	u	Correct	3.311263	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	c	Correct	4.091373	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Party	white3.bmp	Bob	insisted that he had tickets for a seat at a basketball game, knowing that the seat was really not his	neg	c	Correct	5.207189	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	fought against discriminatory law that made renting difficult for minorities	pos	u	Correct	3.590890	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Gift	white3.bmp	Bob	left his campfire burning at night, causing a small forest fire	neg	c	Correct	2.959210	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Puppy	white3.bmp	Bob	avoided other people in order not to give his cold to them	pos	u	Correct	3.673082	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	donated a pint of blood to the Red Cross	pos	u	Correct	2.700986	1	2	pos	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Friend	white3.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	c	Correct	2.549354	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
75040	Yale	Kitten	white3.bmp	Bob	insulted a man who asked for directions to the nearest post office	neg	c	Correct	2.691671	1	2	neg	DL324-PC-7	2023-03-01_12.08.46.190000
