ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
203	Ghent	Geschenk	bob1.bmp	Bob	overviel een nachtwinkel	neg	c	Correct	7.384660	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Bloem	bob1.bmp	Bob	beledigde een man die de weg vroeg naar het dichtstbijzijnde postkantoor	neg	u	False	5.362688	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Glimlach	bob1.bmp	Bob	hielp mee met een activiteiten programma voor gehandicapte kinderen	pos	u	Correct	3.763978	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Puppy	bob1.bmp	Bob	heeft twee jaar gewerkt in een achterbuurt in een strip club	neg	c	Correct	3.959420	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Vriend	bob1.bmp	Bob	beschadigde een grote rots met grafitti in een openbaar park	neg	u	False	5.760202	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Feest	bob1.bmp	Bob	maakt het stil wanneer de kinderen slapen	pos	c	False	4.574908	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Puppy	bob1.bmp	Bob	maakte een vrouw erop attent dat ze haar portefeuille had laten vallen 	pos	u	Correct	3.842611	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Feest	bob1.bmp	Bob	maakte een motorijder belachelijk die in panne was gevallen tijdens een regenbui	neg	c	Correct	4.374053	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Geschenk	bob1.bmp	Bob	﻿diende eerste hulp toe bij een slachtoffer van een ongeval met vluchtmisdrijf tijdens het wachten op een ambulance	pos	u	Correct	7.070998	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Geschenk	bob1.bmp	Bob	liet kleine kinderen spelen in zijn fruitgaard omdat er geen park dichtbij was	pos	u	Correct	3.995527	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Mooi	bob1.bmp	Bob	zegt altijd goedemorgen met een brede glimlach op zijn gezicht	pos	u	Correct	3.004416	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Mooi	bob1.bmp	Bob	maakte een mooie glazen lampenkap als trouwcadeau voor zijn zus	pos	u	Correct	3.543551	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Bloem	bob1.bmp	Bob	liet mensen te veel betalen voor benzine in een tankstation	neg	c	Correct	2.525594	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Blij	bob1.bmp	Bob	hielp een buitenlandse student om een verblijfplaats te vinden	pos	u	Correct	2.712600	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Puppy	bob1.bmp	Bob	leende geld aan een vriend in financiële moeilijkheden	pos	c	False	4.152973	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Geschenk	bob1.bmp	Bob	bood een onbekende aan om mee onder zijn paraplu te staan tijdens hevige regen	pos	u	Correct	3.964526	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Kus	bob1.bmp	Bob	keek af tijdens een thuis af te nemen examen van de universiteit	neg	c	Correct	4.743960	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Katje	bob1.bmp	Bob	vond een dure boekentas op straat en plaatste een advertentie in de krant om de eigenaar te vinden	pos	u	Correct	5.283696	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Puppy	bob1.bmp	Bob	reed over de fiets van een kind met zijn auto	neg	c	Correct	5.799648	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Feest	bob1.bmp	Bob	stopte om een automobilist te helpen wiens auto was stilgevallen tijdens een sneeuwstorm	pos	u	Correct	5.379725	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Vriend	bob1.bmp	Bob	liet het brandalarm afgaan voor de grap	neg	c	Correct	3.079682	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Kus	bob1.bmp	Bob	werd een vrijwillige basketbal coach voor een tehuis voor kinderen	pos	u	Correct	2.352207	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Blij	bob1.bmp	Bob	lachte met een kind dat uit een boom viel	neg	u	False	4.997801	1	2	neg	user-1f3225316f	2018-02-05_09.55.08.140000
203	Ghent	Glimlach	bob1.bmp	Bob	leerde een kind van de buren om met de fiets te rijden	pos	u	Correct	2.398989	1	2	pos	user-1f3225316f	2018-02-05_09.55.08.140000
