ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
317	Harvard	Kitten	white3.bmp	Bob	saved a child from an oncoming car	pos	c	False	6.155405	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Kitten	white3.bmp	Bob	tells those close to him that he loves them	pos	c	False	5.792097	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Smile	white3.bmp	Bob	adopted small children and raised them as if they were his own	pos	u	Correct	4.153625	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Pretty	white3.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	c	Correct	4.382981	1	2	neg	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Pretty	white3.bmp	Bob	fell asleep at the wheel and crashed into an oncoming car	neg	c	Correct	5.575315	1	2	neg	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Pretty	white3.bmp	Bob	repaired a child's bicycle over the weekend	pos	u	Correct	5.500834	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Party	white3.bmp	Bob	overcharged customers who bought gas at a filling station	neg	c	Correct	5.392825	1	2	neg	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Kiss	white3.bmp	Bob	absentmindedly ran through a red light at an intersection and smashed into the side of another car	neg	c	Correct	6.416982	1	2	neg	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Smile	white3.bmp	Bob	helped a food bank deliver turkeys to need families on Thanksgiving	pos	u	Correct	4.247143	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Gift	white3.bmp	Bob	works 40 hours a week in an effort to see himself through school	pos	u	Correct	4.517058	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Happy	white3.bmp	Bob	makes fun of lesbians on the street	neg	c	Correct	1.855896	1	2	neg	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Kiss	white3.bmp	Bob	let small children play in his orchard because there was no park nearby	pos	u	Correct	5.634615	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Flower	white3.bmp	Bob	spent his day off helping his mother around the house	pos	u	Correct	2.899910	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Flower	white3.bmp	Bob	cut into the front of a gas line	neg	c	Correct	2.752846	1	2	neg	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Friend	white3.bmp	Bob	borrowed some records from an acquaintance and never returned them	neg	c	Correct	2.793392	1	2	neg	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Pretty	white3.bmp	Bob	cooks a nice dinner for his friends	pos	u	Correct	2.046357	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
317	Harvard	Happy	white3.bmp	Bob	helped a friend repaint his apartment	pos	u	Correct	3.056164	1	2	pos	Scans-Mac-mini-2.local	2018-02-06_16.55.22.008247
