ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
104	Ghent	Blij	white1.bmp	Bob	repareerde een piepende schommelstoel voor zijn vriend	pos	c	False	5.655151	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Katje	white1.bmp	Bob	geeft de beste cadeautjes met kerstmis	pos	u	Correct	5.544115	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Feest	white1.bmp	Bob	bouwde een boekenkast voor zijn nieuw appartement	pos	u	Correct	3.107739	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Kus	white1.bmp	Bob	was vrijwilliger bij een dagverblijf	pos	u	Correct	2.099804	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Geschenk	white1.bmp	Bob	kocht producten in een kringloopwinkel en bracht ze binnen bij een andere winkel om terugbetaling aan hogere prijzen te verkrijgen	neg	c	Correct	7.835526	1	2	neg	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Vriend	white1.bmp	Bob	hielp een vriend bij zijn verhuis naar een appartement	pos	u	Correct	2.389265	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Geschenk	white1.bmp	Bob	hielp een vriend bij het herschilderen van zijn appartement	pos	u	Correct	3.082434	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Vriend	white1.bmp	Bob	lacht een lesbisch koppel uit op straat	neg	c	Correct	2.103846	1	2	neg	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Puppy	white1.bmp	Bob	reed elke dag met zijn fiets naar het werk om vervuiling en benzineverbruik tegen te gaan	pos	u	Correct	3.722285	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Puppy	white1.bmp	Bob	leerde een kind van de buren om met de fiets te rijden	pos	u	Correct	2.695912	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
104	Ghent	Glimlach	white1.bmp	Bob	bekommerde zich om de huisdieren van de buren toen die weg waren	pos	u	Correct	3.514591	1	2	pos	user-1f3225316f	2018-10-16_11.23.21.109000
