ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
612	Illinois	Corpse	white2.bmp	Bob	always says good morning with a big grin on his face	pos	c	Correct	8.623437	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Corpse	white2.bmp	Bob	fell asleep at the wheel and crashed into an oncoming car	neg	u	Correct	5.315434	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Trash	white2.bmp	Bob	spends a great deal of his time voluntarily tutoring disadvantaged students in areas of mathematics and English	pos	c	Correct	13.798974	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	War	white2.bmp	Bob	helped a food bank deliver turkeys to need families on Thanksgiving	pos	c	Correct	5.519729	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Ugly	white2.bmp	Bob	often spends time at an old folks home helping out	pos	c	Correct	4.435349	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	War	white2.bmp	Bob	helped a neighbor child draw a picture	pos	c	Correct	2.472770	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Corpse	white2.bmp	Bob	gave his friend a bad time by always asking distracting and irrelevant questions	neg	u	Correct	8.631935	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Trash	white2.bmp	Bob	refused to sign a petition to improve playground facilities for school children	neg	u	Correct	10.167916	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Stink	white2.bmp	Bob	walked out of a restaurant without paying the bill	neg	u	Correct	9.306129	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	War	white2.bmp	Bob	stole a parking place by driving into it from behind while someone else was backing into it	neg	u	Correct	11.434248	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	pretended he did not hear a woman’s request for his help in lifting a baby carriage over a high curb	neg	u	Correct	8.794654	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Spider	white2.bmp	Bob	tricked a housewife into paying money for a subscription to a magazine that did not exist	neg	u	Correct	10.128638	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hurt	white2.bmp	Bob	donated 200 dollars to the local high school	pos	c	Correct	3.178865	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	helped old people clean up their yards and paint their houses for free	pos	c	Correct	5.184181	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Spider	white2.bmp	Bob	called the SPCA on coming across a hurt animal	pos	c	Correct	5.597669	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	had a surprise party for his father's birthday	pos	c	Correct	3.689321	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	helped his friend fix up his house so his friend could afford a better house for his family	pos	c	Correct	12.404595	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Trash	white2.bmp	Bob	found a good watch in a park and pawned it	neg	c	False	5.553133	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Ugly	white2.bmp	Bob	refused to stop smoking even though several people in a crowded bus asked him to do so	neg	u	Correct	7.838709	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Corpse	white2.bmp	Bob	reported to the ski patrol that a friend hadn’t returned on time from a cross-country ski tour.	pos	c	Correct	10.884557	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Stink	white2.bmp	Bob	gave a hitchhiker a ride to a shelter	pos	c	Correct	7.872897	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Corpse	white2.bmp	Bob	operated under a false company name and had people pay in advance for a job he never planned to do	neg	u	Correct	15.422732	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	wrote letters to his congressperson supporting equal rights for all	pos	c	Correct	7.347699	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	spent several hours a week counseling delinquents	pos	c	Correct	5.849606	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	ran over a child's bike with his car	neg	u	Correct	13.245182	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Trash	white2.bmp	Bob	sheltered a family who had lost their home in a fire	pos	c	Correct	4.263906	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Trash	white2.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	c	Correct	6.163287	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hurt	white2.bmp	Bob	is a reading specialist who volunteered to teach reading in a free school	pos	c	Correct	6.009044	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Spider	white2.bmp	Bob	got drunk and insulted everybody at a cocktail party	neg	u	Correct	9.154651	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	refused to lend a friend a book he needed for a paper	neg	u	Correct	3.886814	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Stink	white2.bmp	Bob	dented another car in a parking lot and refused to leave his name	neg	u	Correct	6.878217	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hurt	white2.bmp	Bob	deliberately smoked even though he was in the “no smoking” section of the theater	neg	u	Correct	4.230011	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Pain	white2.bmp	Bob	shot a deer outside of hunting season	neg	u	Correct	5.883454	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Ugly	white2.bmp	Bob	avoided other people in order not to give his cold to them	pos	u	False	10.445068	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	War	white2.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	c	False	7.319377	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	sold a pick-up with a cracked engine to an unsuspecting couple for $400	neg	u	Correct	15.119101	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Pain	white2.bmp	Bob	lent money to a friend in financial straits	pos	c	Correct	3.172104	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hurt	white2.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	c	Correct	5.499405	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Pain	white2.bmp	Bob	gave his seat on the bus to an older person	pos	c	Correct	2.757060	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Stink	white2.bmp	Bob	offered to help an elderly lady put up storm windows	pos	c	Correct	3.304252	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Spider	white2.bmp	Bob	played his record player loudly late at night	neg	u	Correct	3.317594	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Corpse	white2.bmp	Bob	stole clothes from the washing machines at the laundromat	neg	u	Correct	6.342790	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Ugly	white2.bmp	Bob	volunteered to work at the day care center	pos	c	Correct	3.694640	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Corpse	white2.bmp	Bob	donated a pint of blood to the Red Cross	pos	c	Correct	3.471941	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Ugly	white2.bmp	Bob	paid a man to follow his wife around	neg	u	Correct	7.541239	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Trash	white2.bmp	Bob	slapped his child for spilling a glass of milk	neg	u	Correct	5.475129	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Spider	white2.bmp	Bob	brought marijuana across the state line to sell to middle school students	neg	u	Correct	6.370693	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Spider	white2.bmp	Bob	bought an old guitar and fixed it up for his cousin	pos	c	Correct	5.746458	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	War	white2.bmp	Bob	spent some of his salary on groceries for a disadvantaged family	pos	c	Correct	7.678048	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hurt	white2.bmp	Bob	had someone else take a math final for him	neg	u	Correct	5.283960	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hurt	white2.bmp	Bob	helped his wife do the dishes after a large dinner party	pos	c	Correct	4.005506	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	War	white2.bmp	Bob	was detained for assaulting his wife	neg	u	Correct	4.824911	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Stink	white2.bmp	Bob	overcharged customers who bought gas at a filling station	neg	u	Correct	5.110419	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Corpse	white2.bmp	Bob	scared a woman who was walking down a dark street alone	neg	u	Correct	4.201976	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Ugly	white2.bmp	Bob	got drunk and pushed a seven-year-old girl	neg	u	Correct	3.069369	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	War	white2.bmp	Bob	helped friends move into a new house	pos	c	Correct	11.276582	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	took care of the neighbor’s pets while they were gone	pos	c	Correct	3.992992	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	did not show up for a prearranged tennis game	neg	u	Correct	3.772403	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	defaced a large rock with spray paint in a public park	neg	u	Correct	6.739710	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	shot a song bird with his .22-caliber rifle	neg	u	Correct	4.171523	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	cheated on a take-home exam from the university	neg	u	Correct	3.722903	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Stink	white2.bmp	Bob	insisted that he had tickets for a seat at a basketball game, knowing that the seat was really not his	neg	u	Correct	8.300253	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	witnessed a car accident, but didn’t report it	neg	u	Correct	3.458256	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Hell	white2.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	u	Correct	9.253474	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	keeps things down when children are sleeping	pos	c	Correct	4.597620	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	War	white2.bmp	Bob	broke in a locker and stole $400 worth of ski equipment	neg	u	Correct	6.881093	1	1	neg	PP05C272	2005-03-01_19.11.06.484000
612	Illinois	Death	white2.bmp	Bob	volunteers one day a week to work for the child care center	pos	c	Correct	2.808859	1	1	pos	PP05C272	2005-03-01_19.11.06.484000
