ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
33	Ghent	Spin	white1.bmp	Bob	werkt 40 uur per week om ervoor te kunnen zorgen dat hij zijn opleiding kan afmaken	pos	u	False	11.374594	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lelijk	white1.bmp	Bob	riep tegen een achtjarige jongen omdat hij met zijn fiets op het voetpad reed	neg	u	Correct	5.991271	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Pijn	white1.bmp	Bob	spendeerde een deel van zijn inkomen aan huishoudmiddelen voor een kansarme familie	pos	c	Correct	4.344755	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Stank	white1.bmp	Bob	hielp een kind van de buren om een prent te tekenen	pos	u	False	1.881747	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Hel	white1.bmp	Bob	betaalde iemand om zijn vrouw te laten schaduwen	neg	u	Correct	2.828501	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Letsel	white1.bmp	Bob	stal een parkeerplaats door er langs achteren in te rijden terwijl iemand anders er al in aan het rijden was	neg	u	Correct	3.287590	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Oorlog	white1.bmp	Bob	geeft richtingaanwijzingen aan verdwaalde reizigers	pos	u	False	2.325567	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lelijk	white1.bmp	Bob	hielp een vriend bij zijn verhuis naar een appartement	pos	c	Correct	1.923153	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Stank	white1.bmp	Bob	kocht een ballon op de kermis voor een kind van de buren	pos	c	Correct	2.432631	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Pijn	white1.bmp	Bob	hielp een rolstoelpatiënt een helling op te geraken	pos	c	Correct	2.467611	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Stank	white1.bmp	Bob	sloeg een winkeltas uit de handen van een dame terwijl hij aan het rennen was op straat	neg	u	Correct	1.681239	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Afval	white1.bmp	Bob	schreef brieven en stuurde leesmaterialen op naar veroordeelden in de gevangenis	pos	c	Correct	7.057273	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lelijk	white1.bmp	Bob	vond een dure boekentas op straat en plaatste een advertentie in de krant om de eigenaar te vinden	pos	c	Correct	4.587154	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lelijk	white1.bmp	Bob	stopte om een automobilist te helpen wiens auto was stilgevallen tijdens een sneeuwstorm	pos	c	Correct	2.049486	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Hel	white1.bmp	Bob	kocht een oude gitaar en repareerde het voor zijn neefje	pos	c	Correct	1.527055	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lijk	white1.bmp	Bob	zegt altijd goedemorgen met een brede glimlach op zijn gezicht	pos	c	Correct	0.967050	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Spin	white1.bmp	Bob	viel zijn vriend lastig met irrelevante en lastige vragen	neg	u	Correct	1.542849	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Afval	white1.bmp	Bob	sloeg zijn kind omdat het melk had gemorst	neg	c	False	0.998910	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Dood	white1.bmp	Bob	hielp een vriend bij het herschilderen van zijn appartement	pos	c	Correct	1.004013	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Letsel	white1.bmp	Bob	typte een manuscript uit voor een vriend	pos	u	False	2.286521	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lelijk	white1.bmp	Bob	bewaart flessen en blikjes om deze te kunnen recycleren	pos	c	Correct	1.654810	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Spin	white1.bmp	Bob	is een fervent lezer die vrijwillig helpt bij het leren lezen in een school	pos	c	Correct	1.521513	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Letsel	white1.bmp	Bob	werd gearresteerd voor het verspreiden van € 500 in vals geld	neg	u	Correct	1.054903	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Spin	white1.bmp	Bob	stak andere auto's voor bij het tanken	neg	c	False	1.948035	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Letsel	white1.bmp	Bob	kleineert personen die hij kent die tot een minderheidsgroep behoren	neg	u	Correct	1.358843	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Oorlog	white1.bmp	Bob	gaf zijn plaats af aan een oudere persoon op de bus	pos	c	Correct	2.905449	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Dood	white1.bmp	Bob	weigerde om zijn kind te helpen met het herstellen van zijn fietsje	neg	u	Correct	3.804545	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Hel	white1.bmp	Bob	zette zijn radio loeihard 's avonds laat op een camping	neg	u	Correct	1.970698	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Afval	white1.bmp	Bob	bekommerde zich om de huisdieren van de buren toen die weg waren	pos	c	Correct	2.826793	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lijk	white1.bmp	Bob	maakte een mooie glazen lampenkap als trouwcadeau voor zijn zus	pos	c	Correct	1.741894	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Stank	white1.bmp	Bob	handelde onder een valse naam en liet mensen al op voorhand betalen voor werk dat hij nooit van plan was uit te voeren	neg	u	Correct	1.792733	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Pijn	white1.bmp	Bob	ondernam een lange reis om zijn ouders te bezoeken	pos	c	Correct	2.051417	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Letsel	white1.bmp	Bob	brak in in een kastje en stal skispullen ter waarde van € 400	neg	u	Correct	1.915616	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Spin	white1.bmp	Bob	was vrijwilliger bij een dagverblijf	pos	c	Correct	1.043790	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Oorlog	white1.bmp	Bob	besteed zijn tijd aan het uitdelen van soep	pos	c	Correct	1.550294	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Spin	white1.bmp	Bob	werd dronken en beledigde iedereen op een cocktail party	neg	u	Correct	1.088952	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Dood	white1.bmp	Bob	maakt het stil wanneer de kinderen slapen	pos	c	Correct	1.782165	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Afval	white1.bmp	Bob	doneerde € 20 aan een organisatie die sociale diensten levert	pos	c	Correct	1.288898	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Hel	white1.bmp	Bob	vroeg wisselgeld aan een koppel hoewel hij zelf geld had	neg	u	Correct	2.934107	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Hel	white1.bmp	Bob	doofde zijn sigaret in een openbaar gebouw na het zien van een niet roken bord	pos	c	Correct	3.665309	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lijk	white1.bmp	Bob	leerde een kind van de buren om met de fiets te rijden	pos	c	Correct	1.642018	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Afval	white1.bmp	Bob	bleef beweren dat hij tickets had voor een basketbalwedstrijd, terwijl hij wist dat dat niet zo was	neg	u	Correct	2.020696	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Dood	white1.bmp	Bob	vond een goede horloge in het park en verkocht die voor eigen geldgewin	neg	u	Correct	2.519581	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Oorlog	white1.bmp	Bob	viel in slaap aan het stuur en botste tegen een aankomende auto	neg	u	Correct	3.085212	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Letsel	white1.bmp	Bob	deed een deur van de buren dicht toen ze die per ongeluk hadden open gelaten	pos	c	Correct	4.408409	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Afval	white1.bmp	Bob	hielp naburige kampeerders hun tent opte zetten	pos	c	Correct	1.926729	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lelijk	white1.bmp	Bob	stuurde bloemen naar zijn moeder op moederdag	pos	c	Correct	1.476197	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Spin	white1.bmp	Bob	repareerde een piepende schommelstoel voor zijn vriend	pos	c	Correct	1.398878	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Spin	white1.bmp	Bob	negeerde iemand die hulp nodig had op de ski-piste door heel snel voorbij te skiën	neg	u	Correct	3.486810	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Hel	white1.bmp	Bob	redde een kind van een aansnellende auto	pos	c	Correct	1.602124	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Letsel	white1.bmp	Bob	liet een kookplaat aanstaan toen hij zijn huis verliet	neg	u	Correct	1.516831	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Dood	white1.bmp	Bob	hielp zijn vader bij de zorg voor zijn jongere zussen en broers terwijl zijn moeder in het ziekenhuis lag	pos	c	Correct	2.079501	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Pijn	white1.bmp	Bob	rookte met opzet hoewel hij in een "niet roken" gedeelde van een toneelzaal was	neg	u	Correct	3.071703	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lijk	white1.bmp	Bob	stak voor in een lange aanschuifrij bij de cinema	neg	u	Correct	2.562849	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Stank	white1.bmp	Bob	riep slechte dingen naar zijn vrouw na een ruzie over geld	neg	u	Correct	1.168561	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Hel	white1.bmp	Bob	gaf een lifter een lift naar een opvangplaats	pos	c	Correct	2.613738	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Letsel	white1.bmp	Bob	vergeet niet om de vogels elke dag eten te geven	pos	c	Correct	1.867450	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Lijk	white1.bmp	Bob	stond op de hoek van een straat en beledigde de mensen die voorbij liepen	neg	u	Correct	1.790242	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Stank	white1.bmp	Bob	liet mensen te veel betalen voor benzine in een tankstation	neg	u	Correct	2.017034	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Dood	white1.bmp	Bob	daagde niet op voor een vooraf vastgelegde tennis match	neg	u	Correct	1.918456	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Stank	white1.bmp	Bob	leverde een werktaak op tijd in	pos	c	Correct	2.038662	1	1	pos	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Spin	white1.bmp	Bob	stal de handtas van een ouder dametje op de bus	neg	u	Correct	0.873462	1	1	neg	user-1f3225316f	2019-03-18_15.57.54.140000
