ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
21	Florida	Hurt	white2.bmp	Bob	butted into the front of a long line at a movie theater	neg	c	False	3.910704	1	1	neg	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Spider	white2.bmp	Bob	was apprehended when trying to steal candy from corner grocery store	neg	u	Correct	8.476377	1	1	neg	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Death	white2.bmp	Bob	is a reading specialist who volunteered to teach reading in a free school	pos	u	False	5.137128	1	1	pos	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Hell	white2.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	u	Correct	3.458935	1	1	neg	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Corpse	white2.bmp	Bob	sells vacuum cleaners door-to-door for three times the department store price	neg	u	Correct	4.555433	1	1	neg	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Corpse	white2.bmp	Bob	gave his seat on the bus to an older person	pos	c	Correct	2.329605	1	1	pos	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Hell	white2.bmp	Bob	payed a man to follow his wife around	neg	u	Correct	2.711312	1	1	neg	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Death	white2.bmp	Bob	stole clothes from the washing machines at the laundromat	neg	u	Correct	2.234356	1	1	neg	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Trash	white2.bmp	Bob	let an older person get in front of him in a grocery checkout line	pos	c	Correct	2.514569	1	1	pos	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Ugly	white2.bmp	Bob	helped old people clean up their yards and paint their houses for free	pos	c	Correct	2.709483	1	1	pos	PSY-1517	2019-07-17_10.56.19.903000
21	Florida	Trash	white2.bmp	Bob	evicted renters who were one month late in paying their rent	neg	u	Correct	5.115331	1	1	neg	PSY-1517	2019-07-17_10.56.19.903000
