ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
10	Florida	Party	white4.bmp	Bob	took baby birds that he found in a nest that had fallen from from a tree and nursed them to adulthood	pos	c	False	12.105712	1	2	pos	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Pretty	white4.bmp	Bob	reported to the ski patrol that a friend hadn’t returned on time from a cross-country ski tour.	pos	u	Correct	10.675554	1	2	pos	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Friend	white4.bmp	Bob	set off a fire alarm as a practical joke	neg	c	Correct	4.180334	1	2	neg	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Smile	white4.bmp	Bob	wrote letters and sent reading materials to convicts at the Oregon Penitentiary	pos	u	Correct	10.703367	1	2	pos	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Kitten	white4.bmp	Bob	ignored someone’s cries for help on the ski slope by skiing by too fast to stop	neg	c	Correct	6.469034	1	2	neg	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Kitten	white4.bmp	Bob	hit a dog in the street and drove away without stopping to notify the owner	neg	c	Correct	4.145476	1	2	neg	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Flower	white4.bmp	Bob	helped old people clean up their yards and paint their houses for free	pos	u	Correct	3.101117	1	2	pos	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Puppy	white4.bmp	Bob	refused to sign a petition to improve playground facilities for school children	neg	c	Correct	3.236764	1	2	neg	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Friend	white4.bmp	Bob	fixed a squeaking rocking chair for his friend in the country	pos	u	Correct	3.593204	1	2	pos	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Gift	white4.bmp	Bob	threatened some people with a gun for trespassing on his land	neg	c	Correct	3.748391	1	2	neg	PSY-1514	2019-07-09_12.59.02.518000
10	Florida	Gift	white4.bmp	Bob	pretended he did not hear a woman’s request for his help in lifting a baby carriage over a high curb	neg	c	Correct	3.751301	1	2	neg	PSY-1514	2019-07-09_12.59.02.518000
